"First_pokemon","Second_pokemon","Winner","First_Name","First_Type 1","First_Type 2","First_HP","First_Attack","First_Defense","First_Sp. Atk","First_Sp. Def","First_Speed","First_Generation","First_Legendary","Second_Name","Second_Type 1","Second_Type 2","Second_HP","Second_Attack","Second_Defense","Second_Sp. Atk","Second_Sp. Def","Second_Speed","Second_Generation","Second_Legendary"
84,11,84,"Ponyta","Fire","",50,85,55,65,65,90,1,False,"Wartortle","Water","",59,63,80,65,80,58,1,False
681,785,785,"Mienfoo","Fighting","",45,85,50,55,50,65,5,False,"Gourgeist Average Size","Ghost","Grass",65,90,122,58,75,84,6,False
744,488,488,"Pangoro","Fighting","Dark",95,124,78,69,71,58,6,False,"Mime Jr.","Psychic","Fairy",20,25,45,70,90,60,4,False
411,329,329,"Beldum","Steel","Psychic",40,55,80,35,60,30,3,False,"Mawile","Steel","Fairy",50,85,85,55,55,50,3,False
401,654,401,"Walrein","Ice","Water",110,80,90,95,90,65,3,False,"Frillish","Water","Ghost",55,40,50,65,85,40,5,False
728,114,728,"Bunnelby","Normal","",38,36,38,32,36,57,6,False,"Marowak","Ground","",60,80,110,50,80,45,1,False
544,628,544,"Regigigas","Normal","",110,160,110,80,110,100,4,True,"Archen","Rock","Flying",55,112,45,74,45,70,5,False
3,606,606,"Venusaur","Grass","Poison",80,82,83,100,100,80,1,False,"Scolipede","Bug","Poison",60,100,89,55,69,112,5,False
129,480,480,"Seaking","Water","",80,92,65,65,80,68,1,False,"Glameow","Normal","",49,55,42,42,37,85,4,False
11,274,274,"Wartortle","Water","",59,63,80,65,80,58,1,False,"Grovyle","Grass","",50,65,45,85,65,95,3,False
749,791,749,"Honedge","Steel","Ghost",45,80,100,35,37,28,6,False,"Noibat","Flying","Dragon",40,30,35,45,40,55,6,False
462,65,65,"Mothim","Bug","Flying",70,94,50,94,50,66,4,False,"Arcanine","Fire","",90,110,80,100,80,95,1,False
382,182,182,"Feebas","Water","",20,15,20,10,55,80,3,False,"Spinarak","Bug","Poison",40,60,40,40,40,30,2,False
709,743,709,"Landorus Incarnate Forme","Ground","Flying",89,125,90,115,80,101,5,True,"Pancham","Fighting","",67,82,62,46,48,43,6,False
147,442,147,"Jolteon","Electric","",65,65,60,110,95,130,1,False,"Starly","Normal","Flying",40,55,30,30,30,60,4,False
592,742,742,"Mega Audino","Normal","Fairy",103,60,126,80,126,50,5,False,"Gogoat","Grass","",123,100,62,97,81,68,6,False
190,154,154,"Togepi","Fairy","",35,20,65,40,65,20,2,False,"Aerodactyl","Rock","Flying",80,105,65,60,75,130,1,False
175,762,175,"Feraligatr","Water","",85,105,100,79,83,78,2,False,"Dragalge","Poison","Dragon",65,75,90,97,123,44,6,False
285,432,285,"Poochyena","Dark","",35,55,35,30,30,35,3,False,"Deoxys Speed Forme","Psychic","",50,95,90,95,90,180,3,True
607,326,326,"Cottonee","Grass","Fairy",40,27,60,37,50,66,5,False,"Delcatty","Normal","",70,65,65,55,55,70,3,False
230,756,230,"Mega Scizor","Bug","Steel",70,150,140,65,100,75,2,False,"Slurpuff","Fairy","",82,80,86,85,75,72,6,False
627,535,535,"Carracosta","Water","Rock",74,108,133,83,65,32,5,False,"Frost Rotom","Electric","Ice",50,65,107,105,107,86,4,False
132,382,132,"Mr. Mime","Psychic","Fairy",40,45,65,100,120,90,1,False,"Feebas","Water","",20,15,20,10,55,80,3,False
484,423,423,"Skuntank","Poison","Dark",103,93,67,71,61,84,4,False,"Primal Kyogre","Water","",100,150,90,180,160,90,3,True
793,449,793,"Xerneas","Fairy","",126,131,95,131,98,99,6,True,"Shinx","Electric","",45,65,34,40,34,45,4,False
1,385,1,"Bulbasaur","Grass","Poison",45,49,49,65,65,45,1,False,"Kecleon","Normal","",60,90,70,60,120,40,3,False
579,800,800,"Pidove","Normal","Flying",50,55,50,36,30,43,5,False,"Volcanion","Fire","Water",80,110,120,130,90,70,6,True
633,724,633,"Zoroark","Dark","",60,105,60,120,60,105,5,False,"Delphox","Fire","Psychic",75,69,72,114,100,104,6,False
473,424,424,"Drifloon","Ghost","Flying",90,50,34,60,44,70,4,False,"Groudon","Ground","",100,150,140,100,90,90,3,True
589,269,269,"Drilbur","Ground","",60,85,40,30,45,68,5,False,"Mega Tyranitar","Rock","Dark",100,164,150,95,120,71,2,False
229,369,369,"Scizor","Bug","Steel",70,130,100,55,80,65,2,False,"Seviper","Poison","",73,100,60,100,60,65,3,False
36,657,657,"Nidorina","Poison","",70,62,67,55,55,56,1,False,"Joltik","Bug","Electric",50,47,50,57,50,65,5,False
284,239,284,"Mega Swampert","Water","Ground",100,150,110,95,110,70,3,False,"Swinub","Ice","Ground",50,50,40,30,30,50,2,False
522,239,522,"Leafeon","Grass","",65,110,130,60,65,95,4,False,"Swinub","Ice","Ground",50,50,40,30,30,50,2,False
396,224,224,"Snorunt","Ice","",50,50,50,50,50,50,3,False,"Steelix","Steel","Ground",75,85,200,55,65,30,2,False
136,681,136,"Magmar","Fire","",65,95,57,100,85,93,1,False,"Mienfoo","Fighting","",45,85,50,55,50,65,5,False
16,107,16,"Butterfree","Bug","Flying",60,45,50,90,80,70,1,False,"Krabby","Water","",30,105,90,25,25,50,1,False
356,185,185,"Torkoal","Fire","",70,85,140,85,70,20,3,False,"Chinchou","Water","Electric",75,38,38,56,56,67,2,False
406,520,406,"Luvdisc","Water","",43,30,55,40,65,97,3,False,"Togekiss","Fairy","Flying",85,50,95,120,115,80,4,False
502,408,502,"Skorupi","Poison","Bug",40,50,90,30,55,65,4,False,"Shelgon","Dragon","",65,95,100,60,50,50,3,False
378,629,629,"Lileep","Rock","Grass",66,41,77,61,87,23,3,False,"Archeops","Rock","Flying",75,140,65,112,65,110,5,False
712,647,712,"Kyurem Black Kyurem","Dragon","Ice",125,170,100,120,90,95,5,True,"Deerling","Normal","Grass",60,60,50,40,50,75,5,False
692,463,692,"Mandibuzz","Dark","Flying",110,65,105,55,95,80,5,False,"Combee","Bug","Flying",30,30,42,30,42,70,4,False
575,665,575,"Panpour","Water","",50,53,48,53,48,64,5,False,"Eelektrik","Electric","",65,85,70,75,70,40,5,False
377,120,377,"Claydol","Ground","Psychic",60,70,105,70,120,75,3,False,"Rhyhorn","Ground","Rock",80,85,95,30,30,25,1,False
299,712,712,"Shiftry","Grass","Dark",90,100,60,90,60,80,3,False,"Kyurem Black Kyurem","Dragon","Ice",125,170,100,120,90,95,5,True
23,214,23,"Pidgeot","Normal","Flying",83,80,75,70,70,101,1,False,"Murkrow","Dark","Flying",60,85,42,85,42,91,2,False
547,99,547,"Cresselia","Psychic","",120,70,120,75,130,85,4,False,"Cloyster","Water","Ice",50,95,180,85,45,70,1,False
421,612,612,"Mega Latios","Dragon","Psychic",80,130,100,160,120,110,3,True,"Sandile","Ground","Dark",50,72,35,35,35,65,5,False
680,92,680,"Stunfisk","Ground","Electric",109,66,84,81,99,32,5,False,"Doduo","Normal","Flying",35,85,45,35,35,75,1,False
431,424,424,"Deoxys Defense Forme","Psychic","",50,70,160,70,160,90,3,True,"Groudon","Ground","",100,150,140,100,90,90,3,True
288,18,288,"Linoone","Normal","",78,70,61,50,61,100,3,False,"Kakuna","Bug","Poison",45,25,50,25,25,35,1,False
562,558,562,"Dewott","Water","",75,75,60,83,60,60,5,False,"Tepig","Fire","",65,63,45,45,45,45,5,False
314,500,314,"Slaking","Normal","",150,160,100,95,65,100,3,False,"Hippopotas","Ground","",68,72,78,38,42,32,4,False
401,179,179,"Walrein","Ice","Water",110,80,90,95,90,65,3,False,"Noctowl","Normal","Flying",100,50,50,76,96,70,2,False
285,185,185,"Poochyena","Dark","",35,55,35,30,30,35,3,False,"Chinchou","Water","Electric",75,38,38,56,56,67,2,False
451,502,451,"Luxray","Electric","",80,120,79,95,79,70,4,False,"Skorupi","Poison","Bug",40,50,90,30,55,65,4,False
355,603,603,"Mega Camerupt","Fire","Ground",70,120,100,145,105,20,3,False,"Leavanny","Bug","Grass",75,103,80,70,80,92,5,False
656,576,576,"Alomomola","Water","",165,75,80,40,45,65,5,False,"Simipour","Water","",75,98,63,98,63,101,5,False
103,159,103,"Mega Gengar","Ghost","Poison",60,65,80,170,95,130,1,False,"Moltres","Fire","Flying",90,100,90,125,85,90,1,True
703,223,703,"Tornadus Incarnate Forme","Flying","",79,115,70,125,80,111,5,True,"Gligar","Ground","Flying",65,75,105,35,65,85,2,False
377,31,31,"Claydol","Ground","Psychic",60,70,105,70,120,75,3,False,"Pikachu","Electric","",35,55,40,50,50,90,1,False
747,318,747,"Meowstic Male","Psychic","",74,48,76,83,81,104,6,False,"Whismur","Normal","",64,51,23,51,23,28,3,False
15,602,602,"Metapod","Bug","",50,20,55,25,25,30,1,False,"Swadloon","Bug","Grass",55,63,90,50,80,42,5,False
761,8,8,"Skrelp","Poison","Water",50,60,60,60,60,30,6,False,"Mega Charizard X","Fire","Dragon",78,130,111,130,85,100,1,False
7,461,7,"Charizard","Fire","Flying",78,84,78,109,85,100,1,False,"Wormadam Trash Cloak","Bug","Steel",60,69,95,69,95,36,4,False
784,509,509,"Pumpkaboo Super Size","Ghost","Grass",59,66,70,44,55,41,6,False,"Mantyke","Water","Flying",45,20,50,60,120,50,4,False
313,428,428,"Vigoroth","Normal","",80,80,80,55,55,90,3,False,"Jirachi","Steel","Psychic",100,100,100,100,100,100,3,True
629,125,629,"Archeops","Rock","Flying",75,140,65,112,65,110,5,False,"Mega Kangaskhan","Normal","",105,125,100,60,100,100,1,False
619,377,377,"Dwebble","Bug","Rock",50,65,85,35,35,55,5,False,"Claydol","Ground","Psychic",60,70,105,70,120,75,3,False
686,279,279,"Pawniard","Dark","Steel",45,85,70,40,40,60,5,False,"Blaziken","Fire","Fighting",80,120,70,110,70,80,3,False
800,511,800,"Volcanion","Fire","Water",80,110,120,130,90,70,6,True,"Abomasnow","Grass","Ice",90,92,75,92,85,60,4,False
264,403,264,"Entei","Fire","",115,115,85,90,75,100,2,True,"Huntail","Water","",55,104,105,94,75,52,3,False
38,62,62,"Nidoran","Poison","",46,57,40,40,40,50,1,False,"Mankey","Fighting","",40,80,35,35,45,70,1,False
454,723,723,"Cranidos","Rock","",67,125,40,30,30,58,4,False,"Braixen","Fire","",59,59,58,90,70,73,6,False
451,229,451,"Luxray","Electric","",80,120,79,95,79,70,4,False,"Scizor","Bug","Steel",70,130,100,55,80,65,2,False
392,454,392,"Chimecho","Psychic","",65,50,70,95,80,65,3,False,"Cranidos","Rock","",67,125,40,30,30,58,4,False
570,689,570,"Liepard","Dark","",64,88,50,88,50,106,5,False,"Rufflet","Normal","Flying",70,83,50,37,50,60,5,False
378,743,743,"Lileep","Rock","Grass",66,41,77,61,87,23,3,False,"Pancham","Fighting","",67,82,62,46,48,43,6,False
39,286,286,"Nidorino","Poison","",61,72,57,55,55,65,1,False,"Mightyena","Dark","",70,90,70,60,60,70,3,False
212,416,212,"Espeon","Psychic","",65,65,60,130,95,110,2,False,"Regice","Ice","",80,50,100,100,200,50,3,True
169,461,169,"Meganium","Grass","",80,82,100,83,100,80,2,False,"Wormadam Trash Cloak","Bug","Steel",60,69,95,69,95,36,4,False
564,203,203,"Patrat","Normal","",45,55,39,35,39,42,5,False,"Hoppip","Grass","Flying",35,35,40,35,55,50,2,False
218,666,666,"Wobbuffet","Psychic","",190,33,58,33,58,33,2,False,"Eelektross","Electric","",85,115,80,105,80,50,5,False
75,176,75,"Machamp","Fighting","",90,130,80,65,85,55,1,False,"Sentret","Normal","",35,46,34,35,45,20,2,False
207,349,349,"Sunkern","Grass","",30,30,30,30,30,30,2,False,"Sharpedo","Water","Dark",70,120,40,95,40,95,3,False
136,318,136,"Magmar","Fire","",65,95,57,100,85,93,1,False,"Whismur","Normal","",64,51,23,51,23,28,3,False
699,431,699,"Volcarona","Bug","Fire",85,60,65,135,105,100,5,False,"Deoxys Defense Forme","Psychic","",50,70,160,70,160,90,3,True
421,176,421,"Mega Latios","Dragon","Psychic",80,130,100,160,120,110,3,True,"Sentret","Normal","",35,46,34,35,45,20,2,False
28,711,28,"Fearow","Normal","Flying",65,90,65,61,61,100,1,False,"Kyurem","Dragon","Ice",125,130,90,130,90,95,5,True
60,698,698,"Psyduck","Water","",50,52,48,65,50,55,1,False,"Larvesta","Bug","Fire",55,85,55,50,55,60,5,False
471,64,64,"Gastrodon","Water","Ground",111,83,68,92,82,39,4,False,"Growlithe","Fire","",55,70,45,70,50,60,1,False
172,267,172,"Typhlosion","Fire","",78,84,78,109,85,100,2,False,"Pupitar","Rock","Ground",70,84,70,65,70,51,2,False
433,344,344,"Turtwig","Grass","",55,68,64,45,55,31,4,False,"Illumise","Bug","",65,47,55,73,75,85,3,False
641,260,260,"Reuniclus","Psychic","",110,65,75,125,85,30,5,False,"Magby","Fire","",45,75,37,70,55,83,2,False
665,437,437,"Eelektrik","Electric","",65,85,70,75,70,40,5,False,"Monferno","Fire","Fighting",64,78,52,78,52,81,4,False
93,86,93,"Dodrio","Normal","Flying",60,110,70,60,60,100,1,False,"Slowpoke","Water","Psychic",90,65,65,40,40,15,1,False
201,671,671,"Sudowoodo","Rock","",70,100,115,30,65,30,2,False,"Chandelure","Ghost","Fire",60,55,90,145,90,80,5,False
203,730,730,"Hoppip","Grass","Flying",35,35,40,35,55,50,2,False,"Fletchling","Normal","Flying",45,50,43,40,38,62,6,False
8,154,154,"Mega Charizard X","Fire","Dragon",78,130,111,130,85,100,1,False,"Aerodactyl","Rock","Flying",80,105,65,60,75,130,1,False
469,288,288,"Cherrim","Grass","",70,60,70,87,78,85,4,False,"Linoone","Normal","",78,70,61,50,61,100,3,False
60,663,663,"Psyduck","Water","",50,52,48,65,50,55,1,False,"Klinklang","Steel","",60,100,115,70,85,90,5,False
210,797,797,"Wooper","Water","Ground",55,45,45,25,25,15,2,False,"Mega Diancie","Rock","Fairy",50,160,110,160,110,110,6,True
743,319,319,"Pancham","Fighting","",67,82,62,46,48,43,6,False,"Loudred","Normal","",84,71,43,71,43,48,3,False
71,716,71,"Alakazam","Psychic","",55,50,45,135,95,120,1,False,"Meloetta Aria Forme","Normal","Psychic",100,77,77,128,128,90,5,False
252,461,252,"Donphan","Ground","",90,120,120,60,60,50,2,False,"Wormadam Trash Cloak","Bug","Steel",60,69,95,69,95,36,4,False
639,227,227,"Solosis","Psychic","",45,30,40,105,50,20,5,False,"Granbull","Fairy","",90,120,75,60,60,45,2,False
774,753,774,"Carbink","Rock","Fairy",50,50,150,50,150,50,6,False,"Spritzee","Fairy","",78,52,60,63,65,23,6,False
519,473,519,"Magmortar","Fire","",75,95,67,125,95,83,4,False,"Drifloon","Ghost","Flying",90,50,34,60,44,70,4,False
194,288,288,"Mareep","Electric","",55,40,40,65,45,35,2,False,"Linoone","Normal","",78,70,61,50,61,100,3,False
130,69,69,"Staryu","Water","",30,45,55,70,55,85,1,False,"Abra","Psychic","",25,20,15,105,55,90,1,False
442,138,138,"Starly","Normal","Flying",40,55,30,30,30,60,4,False,"Mega Pinsir","Bug","Flying",65,155,120,65,90,105,1,False
709,650,709,"Landorus Incarnate Forme","Ground","Flying",89,125,90,115,80,101,5,True,"Karrablast","Bug","",50,75,45,40,45,60,5,False
463,136,136,"Combee","Bug","Flying",30,30,42,30,42,70,4,False,"Magmar","Fire","",65,95,57,100,85,93,1,False
659,318,318,"Ferroseed","Grass","Steel",44,50,91,24,86,10,5,False,"Whismur","Normal","",64,51,23,51,23,28,3,False
462,303,462,"Mothim","Bug","Flying",70,94,50,94,50,66,4,False,"Pelipper","Water","Flying",60,50,100,85,70,65,3,False
181,10,181,"Ledian","Bug","Flying",55,35,50,55,110,85,2,False,"Squirtle","Water","",44,48,65,50,64,43,1,False
515,684,684,"Lickilicky","Normal","",110,85,95,80,95,50,4,False,"Golett","Ground","Ghost",59,74,50,35,50,35,5,False
221,123,123,"Forretress","Bug","Steel",75,90,140,60,60,40,2,False,"Tangela","Grass","",65,55,115,100,40,60,1,False
758,716,716,"Malamar","Dark","Psychic",86,92,88,68,75,73,6,False,"Meloetta Aria Forme","Normal","Psychic",100,77,77,128,128,90,5,False
43,439,43,"Vulpix","Fire","",38,41,40,50,65,65,1,False,"Piplup","Water","",53,51,53,61,56,40,4,False
191,268,268,"Togetic","Fairy","Flying",55,40,85,80,105,40,2,False,"Tyranitar","Rock","Dark",100,134,110,95,100,61,2,False
203,405,405,"Hoppip","Grass","Flying",35,35,40,35,55,50,2,False,"Relicanth","Water","Rock",100,90,130,45,65,55,3,False
231,343,343,"Shuckle","Bug","Rock",20,10,230,10,230,5,2,False,"Volbeat","Bug","",65,73,55,47,75,85,3,False
115,696,115,"Hitmonlee","Fighting","",50,120,53,35,110,87,1,False,"Zweilous","Dark","Dragon",72,85,70,65,70,58,5,False
300,206,206,"Taillow","Normal","Flying",40,55,30,30,30,85,3,False,"Aipom","Normal","",55,70,55,40,55,85,2,False
596,643,643,"Tympole","Water","",50,50,40,50,40,64,5,False,"Swanna","Water","Flying",75,87,63,87,63,98,5,False
269,216,216,"Mega Tyranitar","Rock","Dark",100,164,150,95,120,71,2,False,"Misdreavus","Ghost","",60,60,60,85,85,85,2,False
31,268,31,"Pikachu","Electric","",35,55,40,50,50,90,1,False,"Tyranitar","Rock","Dark",100,134,110,95,100,61,2,False
184,308,184,"Crobat","Poison","Flying",85,90,80,70,80,130,2,False,"Surskit","Bug","Water",40,30,32,50,52,65,3,False
608,224,224,"Whimsicott","Grass","Fairy",60,67,85,77,75,116,5,False,"Steelix","Steel","Ground",75,85,200,55,65,30,2,False
177,674,674,"Furret","Normal","",85,76,64,45,55,90,2,False,"Haxorus","Dragon","",76,147,90,60,70,97,5,False
96,609,609,"Grimer","Poison","",80,80,50,40,50,25,1,False,"Petilil","Grass","",45,35,50,70,50,30,5,False
238,407,407,"Magcargo","Fire","Rock",50,50,120,80,80,30,2,False,"Bagon","Dragon","",45,75,60,40,30,50,3,False
334,457,334,"Mega Aggron","Steel","",70,140,230,60,80,50,3,False,"Bastiodon","Rock","Steel",60,52,168,47,138,30,4,False
467,572,467,"Floatzel","Water","",85,105,55,85,50,115,4,False,"Simisage","Grass","",75,98,63,98,63,101,5,False
641,464,464,"Reuniclus","Psychic","",110,65,75,125,85,30,5,False,"Vespiquen","Bug","Flying",70,80,102,80,102,40,4,False
669,194,194,"Litwick","Ghost","Fire",50,30,55,65,55,20,5,False,"Mareep","Electric","",55,40,40,65,45,35,2,False
466,792,792,"Buizel","Water","",55,65,35,60,30,85,4,False,"Noivern","Flying","Dragon",85,70,80,97,80,123,6,False
198,147,147,"Bellossom","Grass","",75,80,95,90,100,50,2,False,"Jolteon","Electric","",65,65,60,110,95,130,1,False
592,164,164,"Mega Audino","Normal","Fairy",103,60,126,80,126,50,5,False,"Mega Mewtwo X","Psychic","Fighting",106,190,100,154,100,130,1,True
330,768,330,"Mega Mawile","Steel","Fairy",50,105,125,55,95,50,3,False,"Tyrantrum","Rock","Dragon",82,121,119,69,59,71,6,False
476,558,476,"Lopunny","Normal","",65,76,84,54,96,105,4,False,"Tepig","Fire","",65,63,45,45,45,45,5,False
70,160,70,"Kadabra","Psychic","",40,35,30,120,70,105,1,False,"Dratini","Dragon","",41,64,45,50,50,50,1,False
25,502,25,"Rattata","Normal","",30,56,35,25,35,72,1,False,"Skorupi","Poison","Bug",40,50,90,30,55,65,4,False
89,14,14,"Magnemite","Electric","Steel",25,35,70,95,55,45,1,False,"Caterpie","Bug","",45,30,35,20,20,45,1,False
610,208,610,"Lilligant","Grass","",70,60,75,110,75,90,5,False,"Sunflora","Grass","",75,75,55,105,85,30,2,False
219,622,219,"Girafarig","Normal","Psychic",70,80,65,90,65,85,2,False,"Scrafty","Dark","Fighting",65,90,115,45,115,58,5,False
74,417,417,"Machoke","Fighting","",80,100,70,50,60,45,1,False,"Registeel","Steel","",80,75,150,75,150,50,3,True
52,284,284,"Paras","Bug","Grass",35,70,55,45,55,25,1,False,"Mega Swampert","Water","Ground",100,150,110,95,110,70,3,False
585,3,3,"Boldore","Rock","",70,105,105,50,40,20,5,False,"Venusaur","Grass","Poison",80,82,83,100,100,80,1,False
434,542,542,"Grotle","Grass","",75,89,85,55,65,36,4,False,"Palkia","Water","Dragon",90,120,100,150,120,100,4,True
299,752,299,"Shiftry","Grass","Dark",90,100,60,90,60,80,3,False,"Aegislash Shield Forme","Steel","Ghost",60,50,150,50,150,60,6,False
560,65,65,"Emboar","Fire","Fighting",110,123,65,100,65,65,5,False,"Arcanine","Fire","",90,110,80,100,80,95,1,False
99,428,428,"Cloyster","Water","Ice",50,95,180,85,45,70,1,False,"Jirachi","Steel","Psychic",100,100,100,100,100,100,3,True
120,546,546,"Rhyhorn","Ground","Rock",80,85,95,30,30,25,1,False,"Giratina Origin Forme","Ghost","Dragon",150,120,100,120,100,90,4,True
704,569,704,"Tornadus Therian Forme","Flying","",79,100,80,110,90,121,5,True,"Purrloin","Dark","",41,50,37,50,37,66,5,False
622,81,622,"Scrafty","Dark","Fighting",65,90,115,45,115,58,5,False,"Geodude","Rock","Ground",40,80,100,30,30,20,1,False
480,627,627,"Glameow","Normal","",49,55,42,42,37,85,4,False,"Carracosta","Water","Rock",74,108,133,83,65,32,5,False
771,282,771,"Sylveon","Fairy","",95,65,65,110,130,60,6,False,"Marshtomp","Water","Ground",70,85,70,60,70,50,3,False
251,69,251,"Phanpy","Ground","",90,60,60,40,40,40,2,False,"Abra","Psychic","",25,20,15,105,55,90,1,False
388,43,388,"Mega Banette","Ghost","",64,165,75,93,83,75,3,False,"Vulpix","Fire","",38,41,40,50,65,65,1,False
587,94,587,"Woobat","Psychic","Flying",55,45,43,55,43,72,5,False,"Seel","Water","",65,45,55,45,70,45,1,False
683,405,405,"Druddigon","Dragon","",77,120,90,60,90,48,5,False,"Relicanth","Water","Rock",100,90,130,45,65,55,3,False
376,792,792,"Baltoy","Ground","Psychic",40,40,55,40,70,55,3,False,"Noivern","Flying","Dragon",85,70,80,97,80,123,6,False
562,151,562,"Dewott","Water","",75,75,60,83,60,60,5,False,"Omastar","Rock","Water",70,60,125,115,70,55,1,False
444,575,444,"Staraptor","Normal","Flying",85,120,70,50,60,100,4,False,"Panpour","Water","",50,53,48,53,48,64,5,False
25,640,25,"Rattata","Normal","",30,56,35,25,35,72,1,False,"Duosion","Psychic","",65,40,50,125,60,30,5,False
245,452,245,"Mantine","Water","Flying",65,40,70,80,140,70,2,False,"Budew","Grass","Poison",40,30,35,50,70,55,4,False
775,7,7,"Goomy","Dragon","",45,50,35,55,75,40,6,False,"Charizard","Fire","Flying",78,84,78,109,85,100,1,False
286,498,498,"Mightyena","Dark","",70,90,70,60,60,70,3,False,"Lucario","Fighting","Steel",70,110,70,115,70,90,4,False
149,657,657,"Porygon","Normal","",65,60,70,85,75,40,1,False,"Joltik","Bug","Electric",50,47,50,57,50,65,5,False
134,784,134,"Jynx","Ice","Psychic",65,50,35,115,95,95,1,False,"Pumpkaboo Super Size","Ghost","Grass",59,66,70,44,55,41,6,False
214,755,214,"Murkrow","Dark","Flying",60,85,42,85,42,91,2,False,"Swirlix","Fairy","",62,48,66,59,57,49,6,False
488,304,488,"Mime Jr.","Psychic","Fairy",20,25,45,70,90,60,4,False,"Ralts","Psychic","Fairy",28,25,25,45,35,40,3,False
164,516,164,"Mega Mewtwo X","Psychic","Fighting",106,190,100,154,100,130,1,True,"Rhyperior","Ground","Rock",115,140,130,55,55,40,4,False
268,745,745,"Tyranitar","Rock","Dark",100,134,110,95,100,61,2,False,"Furfrou","Normal","",75,80,60,65,90,102,6,False
576,527,576,"Simipour","Water","",75,98,63,98,63,101,5,False,"Gallade","Psychic","Fighting",68,125,65,65,115,80,4,False
156,185,156,"Snorlax","Normal","",160,110,65,65,110,30,1,False,"Chinchou","Water","Electric",75,38,38,56,56,67,2,False
23,79,23,"Pidgeot","Normal","Flying",83,80,75,70,70,101,1,False,"Tentacool","Water","Poison",40,40,35,50,100,70,1,False
457,704,704,"Bastiodon","Rock","Steel",60,52,168,47,138,30,4,False,"Tornadus Therian Forme","Flying","",79,100,80,110,90,121,5,True
214,261,261,"Murkrow","Dark","Flying",60,85,42,85,42,91,2,False,"Miltank","Normal","",95,80,105,40,70,100,2,False
633,769,633,"Zoroark","Dark","",60,105,60,120,60,105,5,False,"Amaura","Rock","Ice",77,59,50,67,63,46,6,False
661,387,387,"Klink","Steel","",40,55,70,45,60,30,5,False,"Banette","Ghost","",64,115,65,83,63,65,3,False
74,113,74,"Machoke","Fighting","",80,100,70,50,60,45,1,False,"Cubone","Ground","",50,50,95,40,50,35,1,False
491,67,67,"Spiritomb","Ghost","Dark",50,92,108,92,108,35,4,False,"Poliwhirl","Water","",65,65,65,50,50,90,1,False
693,166,166,"Heatmor","Fire","",85,97,66,105,66,65,5,False,"Mew","Psychic","",100,100,100,100,100,100,1,False
248,652,248,"Houndoom","Dark","Fire",75,90,50,110,80,95,2,False,"Foongus","Grass","Poison",69,55,45,55,55,15,5,False
75,385,75,"Machamp","Fighting","",90,130,80,65,85,55,1,False,"Kecleon","Normal","",60,90,70,60,120,40,3,False
67,263,263,"Poliwhirl","Water","",65,65,65,50,50,90,1,False,"Raikou","Electric","",90,85,75,115,100,115,2,True
535,772,772,"Frost Rotom","Electric","Ice",50,65,107,105,107,86,4,False,"Hawlucha","Fighting","Flying",78,92,75,74,63,118,6,False
234,332,234,"Sneasel","Dark","Ice",55,95,55,35,75,115,2,False,"Lairon","Steel","Rock",60,90,140,50,50,40,3,False
488,141,141,"Mime Jr.","Psychic","Fairy",20,25,45,70,90,60,4,False,"Gyarados","Water","Flying",95,125,79,60,100,81,1,False
374,429,429,"Corphish","Water","",43,80,65,50,35,35,3,False,"Deoxys Normal Forme","Psychic","",50,150,50,150,50,150,3,True
354,259,259,"Camerupt","Fire","Ground",70,100,70,105,75,40,3,False,"Elekid","Electric","",45,63,37,65,55,95,2,False
545,541,541,"Giratina Altered Forme","Ghost","Dragon",150,100,120,100,120,90,4,True,"Dialga","Steel","Dragon",100,120,120,150,100,90,4,True
585,622,622,"Boldore","Rock","",70,105,105,50,40,20,5,False,"Scrafty","Dark","Fighting",65,90,115,45,115,58,5,False
134,92,134,"Jynx","Ice","Psychic",65,50,35,115,95,95,1,False,"Doduo","Normal","Flying",35,85,45,35,35,75,1,False
68,613,613,"Poliwrath","Water","Fighting",90,95,95,70,90,70,1,False,"Krokorok","Ground","Dark",60,82,45,45,45,74,5,False
439,199,199,"Piplup","Water","",53,51,53,61,56,40,4,False,"Marill","Water","Fairy",70,20,50,20,50,40,2,False
131,747,131,"Starmie","Water","Psychic",60,75,85,100,85,115,1,False,"Meowstic Male","Psychic","",74,48,76,83,81,104,6,False
756,436,756,"Slurpuff","Fairy","",82,80,86,85,75,72,6,False,"Chimchar","Fire","",44,58,44,58,44,61,4,False
745,619,745,"Furfrou","Normal","",75,80,60,65,90,102,6,False,"Dwebble","Bug","Rock",50,65,85,35,35,55,5,False
264,536,264,"Entei","Fire","",115,115,85,90,75,100,2,True,"Fan Rotom","Electric","Flying",50,65,107,105,107,86,4,False
281,731,731,"Mudkip","Water","",50,70,50,50,50,40,3,False,"Fletchinder","Fire","Flying",62,73,55,56,52,84,6,False
69,347,347,"Abra","Psychic","",25,20,15,105,55,90,1,False,"Swalot","Poison","",100,73,83,73,83,55,3,False
745,43,745,"Furfrou","Normal","",75,80,60,65,90,102,6,False,"Vulpix","Fire","",38,41,40,50,65,65,1,False
601,591,591,"Sewaddle","Bug","Grass",45,53,70,40,60,42,5,False,"Audino","Normal","",103,60,86,60,86,50,5,False
199,650,650,"Marill","Water","Fairy",70,20,50,20,50,40,2,False,"Karrablast","Bug","",50,75,45,40,45,60,5,False
